Date,log_return,vol_zscore,volume_zscore,momentum,state,regime,posterior_top_prob,posterior_margin,posterior_entropy,realized_vol,base_exposure,raw_position,position,strategy_gross_ret,turnover,trans_cost,strategy_net_ret,bah_ret,strategy_cum,bah_cum
2016-01-06,-0.01269485037073732,1.5559219711920709,0.2669314649102501,-0.0084499063673901,1,Bear,0.9991650332450662,0.99833015447719,0.006753855263752296,0.17282586704048783,0.8679256327113323,0.6,0.6,-0.007616910222442392,0.0,0.0,-0.007616910222442392,-0.01269485037073732,1.721988295963764,1.8602601253895197
2016-01-07,-0.02428360863270939,2.1138569789932125,1.2209424082482287,-0.0118841083213678,1,Bear,0.999999998807894,0.9999999976174189,2.5699343943935238e-08,0.1895569396056434,0.7913189583671368,0.6,0.6,-0.014570165179625633,0.0,0.0,-0.014570165179625633,-0.02428360863270939,1.6968986420541898,1.8150862965495256
2016-01-08,-0.011037246689985243,1.8537336454659403,1.0841380888588588,-0.0120807573547819,1,Bear,0.9999995906838975,0.9999991814988124,6.431041126829733e-06,0.19100143310700268,0.7853344216321514,0.6,0.6,-0.006622348013991146,0.0,0.0,-0.006622348013991146,-0.011037246689985243,1.6856611887020378,1.7950527413308968
2016-01-11,0.000989447063562259,1.9942221194570424,0.654504026815313,-0.0090671947243044,1,Bear,0.9997875544953055,0.9995751105654891,0.0020090575802237747,0.19045940991909832,0.7875693832282463,0.6,0.6,0.0005936682381373554,0.0,0.0,0.0005936682381373554,0.000989447063562259,1.686661912210031,1.796828850994746
2016-01-12,0.00803605704900611,1.9035615685180889,0.4381783727944808,-0.0077980403161727,1,Bear,0.9985528292224889,0.997105666914274,0.010908045750906441,0.18401413410678621,0.8151547745400508,0.6,0.6,0.004821634229403665,0.0,0.0,0.004821634229403665,0.00803605704900611,1.6947943790193742,1.81126827014864
2016-01-13,-0.025257121192023047,1.869266912364201,1.200624040869709,-0.0103104944804298,1,Bear,0.9999999923425094,0.9999999847127328,1.5094074128657212e-07,0.19986121702040907,0.7505207975626536,0.6,0.6,-0.015154272715213827,0.0,0.0,-0.015154272715213827,-0.025257121192023047,1.6691110028035032,1.7655208479382298
2016-01-14,0.016283672986001346,1.8958388511414412,1.375600529066004,-0.0021970381566877,1,Bear,0.9989112438378461,0.9978225092798623,0.008516696535277634,0.20616287530972305,0.7275800736415403,0.6,0.6,0.009770203791600807,0.0,0.0,0.009770203791600807,0.016283672986001346,1.6854185574516967,1.794270012076024
2016-01-15,-0.0216999340765945,2.418609510841179,2.2339699160853144,-0.0043295756340095,1,Bear,0.9999999824538578,0.9999999649131992,3.3094232623532935e-07,0.20540784461550218,0.7302544860483846,0.6,0.6,-0.0130199604459567,0.0,0.0,-0.0130199604459567,-0.0216999340765945,1.6634744744987942,1.7553344710983638
2016-01-19,0.001330279527388916,2.309182541278572,0.4674254535196062,-0.0042614091412442,1,Bear,0.990747440737537,0.9814948837113234,0.05253805223598454,0.2025718028682085,0.7404781804582582,0.6,0.6,0.0007981677164333495,0.0,0.0,0.0007981677164333495,0.001330279527388916,1.6648022061214498,1.757669556608986
2016-01-20,-0.01289796778483842,2.4858347759459143,1.6128833611059463,-0.0084482141080131,1,Bear,0.9999997111006982,0.9999994222055331,4.638960630709161e-06,0.1986843087165325,0.7549665143109437,0.6,0.6,-0.007738780670903052,0.0,0.0,-0.007738780670903052,-0.01289796778483842,1.6519186669878403,1.734999191291452
